imdb_key;actor;imdb_title;year;genre;big5_openness_percentile;big5_openness_raw;facet_adventurousness_percentile;facet_adventurousness_raw;facet_artistic_interests_percentile;facet_artistic_interests_raw;facet_emotionality_percentile;facet_emotionality_raw;facet_imagination_percentile;facet_imagination_raw;facet_intellect_percentile;facet_intellect_raw;facet_liberalism_percentile;facet_liberalism_raw;big5_conscientiousness_percentile;big5_conscientiousness_raw;facet_achievement_striving_percentile;facet_achievement_striving_raw;facet_cautiousness_percentile;facet_cautiousness_raw;facet_dutifulness_percentile;facet_dutifulness_raw;facet_orderliness_percentile;facet_orderliness_raw;facet_self_discipline_percentile;facet_self_discipline_raw;facet_self_efficacy_percentile;facet_self_efficacy_raw;big5_extraversion_percentile;big5_extraversion_raw;facet_activity_level_percentile;facet_activity_level_raw;facet_assertiveness_percentile;facet_assertiveness_raw;facet_cheerfulness_percentile;facet_cheerfulness_raw;facet_excitement_seeking_percentile;facet_excitement_seeking_raw;facet_friendliness_percentile;facet_friendliness_raw;facet_gregariousness_percentile;facet_gregariousness_raw;big5_agreeableness_percentile;big5_agreeableness_raw;facet_altruism_percentile;acet_altruism_raw;facet_cooperation_percentile;facet_cooperation_raw;facet_modesty_percentile;facet_modesty_raw;facet_morality_percentile;facet_morality_raw;facet_sympathy_percentile;facet_sympathy_raw;facet_trust_percentile;facet_trust_raw;big5_neuroticism_percentile;big5_neuroticism_raw;facet_anger_percentile;facet_anger_raw;facet_anxiety_percentile;facet_anxiety_raw;facet_depression_percentile;facet_depression_raw;facet_immoderation_percentile;facet_immoderation_raw;facet_self_consciousness_percentile;facet_self_consciousness_raw;facet_vulnerability_percentile;facet_vulnerability_raw
tt0118571;PETROV;Air Force One;1997;Action, Adventure, Drama, Thriller;0.9690907520340653;0.8082781117253964;0.5189315986263269;0.5065060233304343;0.8597502178135946;0.7199573779148314;0.9563248642660760;0.7178911010639286;0.5778576122675074;0.7446147633309015;0.9954752115616193;0.7280640312114228;0.3519678584854342;0.4970892670594712;0.6768482868602698;0.6494546571972891;0.5889586184494792;0.7003039146187080;0.4994128079803210;0.4923807308005145;0.7606202915812568;0.6762463750956127;0.4795842724096658;0.4924789830263558;0.6514248244684930;0.5891920813655561;0.4625809116706420;0.7497962380336245;0.3945293958227691;0.5390678640255382;0.3446068323579364;0.5199156983475091;0.7512826474739345;0.6779787372320648;0.3500158184601600;0.6052087365149154;0.1204425831112619;0.5538784535831276;0.4171489007358559;0.5499964631104671;0.0299125643353587;0.3565847276343315;0.8708507229654018;0.7871378522608431;0.9769478324952325;0.7750558743896507;0.6531886798557639;0.6031232750146936;0.5386088815234610;0.4534903667981359;0.9105862185889169;0.6892439504695806;0.9952713155517658;0.7625691551321335;0.1246215352879921;0.5383347907941967;0.6517783040915290;0.4893578731574452;0.6369701462205676;0.5548758659496507;0.4654945514271096;0.5882059845794154;0.3607058118727771;0.4258542378486300;0.2099567298998498;0.4695920683378976;0.2901610277642001;0.5176205217549075;0.2446579660186395;0.4235720347789382
tt0118571;DOHERTY;Air Force One;1997;Action, Adventure, Drama, Thriller;0.8053210220621048;0.7761337912098210;0.3194645283437530;0.4881301063270728;0.4082645351434745;0.6535795392780649;0.4512180724689003;0.6431974466120549;0.5092869758399599;0.7360150992326564;0.9803968551382349;0.7026914031525837;0.7394255717222954;0.5485431723452094;0.5110061094156814;0.6293379061185407;0.2858511583337156;0.6584559152895259;0.3201439973272200;0.4629753678034926;0.4453970374634432;0.6555379801706721;0.3267299567101270;0.4794498900479717;0.1085576414185243;0.5118591224422426;0.4987638387619611;0.7529907458109293;0.2043200488109161;0.5141341684063572;0.2805335862475702;0.5106370062196159;0.8566157883335037;0.6973102716168872;0.1043355204545500;0.5759468311546867;0.3955226780174243;0.5923702732236172;0.3003117083679303;0.5342319927702412;0.5251747699093200;0.4565898332137974;0.1317580441867245;0.6977480976005814;0.8949114692509030;0.7490484694408222;0.2841672581112154;0.5450174532494855;0.3725799706908987;0.4312250821695639;0.4019460536155404;0.6140944799908007;0.9839255577312863;0.7452903971071196;0.6203042638521562;0.5984196776636016;0.8005477526734694;0.5149198310050681;0.4196375991310429;0.5246241439854493;0.3240942333227226;0.5629949051528496;0.8222776530946246;0.5069683116409529;0.7013442733353146;0.5208960011146275;0.4243575418602825;0.5366769701836299;0.1813673037894393;0.4096339586361948
tt0118571;MARSHALL;Air Force One;1997;Action, Adventure, Drama, Thriller;0.9672758253475275;0.8074667849250455;0.3761417912735346;0.4935918893345824;0.5996074696374358;0.6780986023909098;0.5800332933139140;0.6564294932515601;0.8490687947060265;0.7861407938092109;0.9924702290945442;0.7197679635381600;0.5522606761021568;0.5228461279935417;0.3935634598926649;0.6154559536536490;0.3787822300778763;0.6720555226728004;0.4642513867605362;0.4868094771189248;0.3791646478714997;0.6513655369738853;0.5228211544290573;0.4960307780112295;0.1802957984375889;0.5271025736780514;0.4709158541526308;0.7505335697555164;0.3488407662344358;0.5336720246758886;0.1859178556095182;0.4946834253046503;0.5832904818827603;0.6545726470942994;0.1047761101341995;0.5760283953683380;0.3739192061557606;0.5899730780832436;0.1231247287113300;0.5023328998235491;0.0507022864156452;0.3691288010874587;0.0853011200410623;0.6877239033250893;0.5909586695048058;0.7131585042828515;0.1351719424607614;0.5129798703412929;0.5713164650993529;0.4578592913232500;0.5006264241078179;0.6258849983134654;0.8809163586717234;0.7085197747323456;0.1446436634323017;0.5421456776391221;0.7759208683289442;0.5101231414557670;0.7360718707490481;0.5702376325712237;0.3320889576746396;0.5645039725817823;0.8666531729425710;0.5187890316176635;0.5830689028549074;0.5086538598616579;0.5390055732899269;0.5518675069347959;0.3218197947854370;0.4381479715076654
tt0118571;GIBBS;Air Force One;1997;Action, Adventure, Drama, Thriller;0.9175708186269853;0.7929954040427141;0.5056927898287095;0.5053251526274303;0.1779637359679889;0.6185916250230896;0.1998184440902405;0.6138567413010019;0.5664621030204555;0.7431722480651186;0.9588442670360537;0.6876673266476664;0.3156661797175091;0.4920607034371143;0.6520851703639932;0.6462855317099462;0.6571231642938578;0.7098210711334406;0.7791019715536578;0.5410274474463762;0.4382166446640303;0.6550924471132071;0.6731891585557427;0.5088547334249556;0.5453501478213990;0.5760802877126275;0.8463838529205233;0.7890081038386988;0.6307886682975024;0.5659078695809295;0.5022297140983679;0.5406652632917989;0.7117126350361198;0.6719730749047812;0.0932862130769397;0.5738138530654859;0.3471037408903369;0.5869346550359639;0.1868196346958573;0.5158663836421988;0.0262744128251787;0.3536784916836420;0.0865822149051211;0.6880485090974168;0.2898869292620988;0.6856647746014736;0.1262900970872647;0.5104594832999448;0.5602969904778840;0.4563815856996781;0.3712790167726301;0.6103124603941490;0.6122268133039520;0.6743656276634447;0.3285668172544964;0.5675154239756094;0.9185583415869993;0.5460291535984610;0.7695390512198679;0.5760369330992289;0.2258079567754037;0.5427783236301157;0.7509098818006539;0.4913412805137817;0.0550930240683700;0.4391986344931769;0.4567348665732152;0.5409967648697864;0.1803374314206670;0.4093846431161017
tt0118571;KORSHUNOV;Air Force One;1997;Action, Adventure, Drama, Thriller;0.9716709788545415;0.8095023212452689;0.3000727566939025;0.4861741616633878;0.7411465973672406;0.6980722122814743;0.7654704376096702;0.6777121116767708;0.7550475815924091;0.7691541403861311;0.9927102118235449;0.7203101332066634;0.3306733386157272;0.4941659124863347;0.5167554548389803;0.6300104824349861;0.5071442056516191;0.6893466269081595;0.5747000229407121;0.5043635079768422;0.5529704409152799;0.6621616702004636;0.4858662686587911;0.4929952667306907;0.3574284332561770;0.5532499934217313;0.4937583437327827;0.7525494709870002;0.4524616281714836;0.5456761062269723;0.3277941228305933;0.5175573227202548;0.7193860160416210;0.6731040340368233;0.1473048319566420;0.5829662391460293;0.2661953266021278;0.5771313630427498;0.2150952616698598;0.5209226399639161;0.0203829196343505;0.3481624696449560;0.3457875177054667;0.7264270633665939;0.8845751441411771;0.7471223319961766;0.2604971956836497;0.5407213578243397;0.8231415790618823;0.4973117029735561;0.8319553104664396;0.6711982606131038;0.9799778461382858;0.7418819423612506;0.0987750873943886;0.5327166116744979;0.7095823514040248;0.4984922961904146;0.6506344332323523;0.5568807587876525;0.3136128679703114;0.5609929737677524;0.7505919263805159;0.4912778054474932;0.2225191781816610;0.4712393116447958;0.4325327230306143;0.5377729521721034;0.2992628792902309;0.4340764614600963
tt0118571;SHEPHERD;Air Force One;1997;Action, Adventure, Drama, Thriller;0.9724883609220045;0.8099094762386349;0.2422293217641788;0.4799515763504977;0.5802117914897311;0.6755727038394743;0.4680044625309142;0.6449218600462601;0.4186055075925571;0.7246533310689103;0.9922580725194450;0.7193011894954310;0.4915902448196158;0.5151674071718257;0.9117112480176435;0.6910799700955628;0.6770754797644065;0.7127283595121078;0.8331437966401896;0.5534946842676974;0.6794353422163781;0.6703155056722713;0.7147935649375070;0.5127430807518731;0.6078941026226797;0.5836979272767795;0.7060163626629292;0.7721532933777971;0.6785734091974442;0.5716986889659541;0.3194276277555743;0.5163657285152732;0.8106208502457746;0.6880595177258031;0.1695171800585741;0.5860532724880122;0.1544516471093627;0.5604611219016952;0.3335348743218057;0.5389130688772434;0.0975328106152621;0.3867288720000469;0.4052677333678706;0.7326678624141560;0.6633510050582601;0.7198804800269629;0.2054888574672152;0.5298550359139733;0.4619535578696539;0.4433357966160640;0.6115430868696138;0.6391801943891158;0.9363391515495898;0.7216998536723795;0.3887567551430041;0.5741610791661949;0.9730762882575446;0.5760540024739554;0.6555415843458553;0.5576076178390564;0.1405208281154561;0.5205966453217340;0.6585316129065025;0.4743098723264048;0.2046085499856474;0.4688733149766482;0.2890033121396974;0.5174424356744374;0.0681114435869453;0.3726917227616383
tt0118571;MITCHELL;Air Force One;1997;Action, Adventure, Drama, Thriller;0.9805738240378714;0.8146044681327909;0.5946759441994275;0.5133389067620946;0.4554220300441398;0.6596562456835314;0.2013820592587944;0.6140840301510926;0.4874007804629662;0.7332897890732701;0.9862308951817391;0.7092543118494569;0.8932562255681344;0.5788868697593403;0.8702019446108549;0.6806313943677385;0.6724599761226834;0.7120495977950432;0.8177461765602737;0.5497163782531713;0.4674059884125884;0.6568973332622740;0.6083766693126009;0.5031668098442810;0.3975063597814506;0.5582772436981400;0.7998460492784969;0.7826786955029155;0.5775983374667547;0.5597413529772909;0.5729212038017472;0.5497849462542537;0.7613351094299696;0.6795820361852031;0.1345717258118244;0.5810542265037297;0.2399449125703399;0.5736495108400079;0.2771735083869088;0.5308337225748335;0.0627796436995908;0.3745902143598863;0.1634783404515590;0.7032285395817677;0.5824010900803959;0.7123877158183274;0.4917486244836726;0.5781428996561451;0.5377888101439596;0.4533813990326797;0.6165982630297103;0.6398037576740276;0.8680808131176652;0.7061441221160201;0.7582280290573966;0.6146651381262913;0.9585654371087857;0.5651299512471362;0.2322163537321130;0.4957092585837717;0.1902147618808400;0.5342958782241911;0.7516391447344141;0.4914870300610182;0.2307171286243864;0.4722857165320129;0.4469478764616969;0.5396963668980337;0.1725618060128335;0.4074726561162129
tt0118571;AIDE;Air Force One;1997;Action, Adventure, Drama, Thriller;0.9055228778318531;0.7905933350294253;0.1408599153657378;0.4665319602362724;0.1798210767146763;0.6189513465448423;0.3694227475527884;0.6346034619815624;0.6558629492245216;0.7547863935214172;0.9510611683938158;0.6838626325442146;0.5298593298949098;0.5200024941209489;0.4071214874601554;0.6170924620124549;0.5299626664290431;0.6923786074735532;0.6940692775854342;0.5245046371987919;0.5509143382925391;0.6620343728465293;0.5032285345279400;0.4944210715952986;0.2378914494140627;0.5366839793607345;0.7435227313486833;0.7761083125856650;0.3307467089525948;0.5314676126797385;0.1928731100172763;0.4959975792460012;0.7800762034441563;0.6826737734272555;0.0654705110957582;0.5674505523504105;0.3643145704258510;0.5888936239969486;0.0900317103879124;0.4932521111573771;0.0243771927379199;0.3520270219769701;0.0752138866361849;0.6850304971899501;0.7173008198949281;0.7252554012224541;0.1042727167347267;0.5036231577706702;0.2354076502076553;0.4103228855590912;0.1178021839778503;0.5698484448843689;0.8186254346751380;0.6982313303842967;0.4701039327616365;0.5827116516041401;0.8685976445994703;0.5304901136848228;0.7943570485816267;0.5806471112705888;0.3859325971629838;0.5743390952982685;0.8521936541916515;0.5146834059899997;0.2652456816883950;0.4764839537830514;0.5845750236285550;0.5579546697755642;0.0985612865988058;0.3854474955081078
tt0118571;INT. AIR FORCE ONE, ;Air Force One;1997;Action, Adventure, Drama, Thriller;0.9859133951906736;0.8187268178789687;0.3998112506631550;0.4957896637186011;0.5012885225967821;0.6654882509336543;0.4315702151349899;0.6411674282735385;0.9835610244968477;0.8408339850039716;0.9742862999003061;0.6974091860871968;0.8091193979469415;0.5602826283355514;0.2818273106916559;0.6011195647909274;0.3838560378380303;0.6727603055445582;0.4939178126884627;0.4915112094096311;0.1940194121299457;0.6377614545247975;0.7309453762552323;0.5143229327462464;0.1205793620086631;0.5148192253625796;0.5891295587819140;0.7610233425232176;0.5865922582614265;0.5607692306215281;0.4024188662066487;0.5277359043833036;0.4399501014000436;0.6365054518017688;0.0112362993424211;0.5415468479981017;0.8585352338349512;0.6491319249076658;0.0541914757771416;0.4799636892340393;0.0465172435369821;0.3669941628309491;0.0050530118859405;0.6399425380124653;0.5989280007228810;0.7138798212927409;0.0802388683794014;0.4948335420276053;0.6129135432458046;0.4635155630870295;0.1303457776406929;0.5727402303885293;0.8985385334887288;0.7120971975329885;0.4239257996082100;0.5778976859554541;0.8407384504685201;0.5235964625822411;0.8399440625287409;0.5900856016625025;0.6640182916030868;0.6229902648562481;0.9790742605949535;0.5773314615241631;0.1614487656515890;0.4625989320541348;0.8758774691191179;0.6074701118421950;0.5065795882119686;0.4686726335174645
tt0118571;COL. AXELROD;Air Force One;1997;Action, Adventure, Drama, Thriller;0.8161326658621061;0.7774090269880118;0.7399452972589565;0.5276929264588301;0.2967432400685367;0.6383024684276688;0.2117357453927304;0.6155631927777186;0.7643169306470757;0.7706342106822652;0.8671276441892963;0.6587605492500195;0.1899790315538261;0.4720087073455895;0.6315295373368413;0.6437179976463845;0.7524669887484370;0.7245210572566515;0.6596071504067317;0.5184428936928669;0.3717338725835783;0.6508858056618844;0.8277123298385040;0.5251156238583019;0.7424787013419735;0.6016649683881876;0.9580416627529014;0.8138844241830193;0.3139586830989503;0.5293788706380138;0.8095875566672127;0.5852225170691232;0.7150614230893860;0.6724648537631154;0.3279009049827778;0.6031804534361483;0.5556594669327930;0.6095392072427559;0.4175648466882613;0.5500499072793144;0.0689301475085628;0.3770601975329326;0.1079556573906012;0.6930032164793869;0.3521606185621547;0.6917765902203936;0.3760262843422899;0.5603548167354029;0.1699987403753216;0.3980273566225810;0.2808271132041213;0.5984259201114532;0.5061598204272686;0.6640678004790913;0.7225522261850930;0.6101262863652971;0.9047093952011303;0.5411486053079254;0.7109117270731419;0.5661235362211173;0.2363722998198677;0.5451449809026940;0.6743020116654569;0.4770565144916401;0.0187637388602165;0.4206493452884213;0.4419241146042738;0.5390272410174328;0.1841198947932914;0.4102960010102736
